complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-03758,2026-07-04 18:21:00,ta,Library Washroom இல் கழிவறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,library washroom இல கழ வற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Cleanliness and Waste,Housekeeping and Sanitation,High,Campus Road,Library Washroom,180,0,3,1,CMP-02250,11.59,Open,
CMP-00567,2026-07-04 19:20:00,ta,Student Service Centre பகுதியில் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,student service centre பக த ய ல உதவ த த க ந ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,High,Office,Student Service Centre,9,0,1,0,,109.72,Open,
CMP-02720,2026-07-04 19:43:00,ta,College Entrance பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,college entrance பக த ய ல வள க ப ர ந த த மதம க வந தத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Campus Road,College Entrance,73,0,0,0,,24.95,Open,
CMP-00862,2026-07-04 19:48:00,ta,Boys Hostel Block A இல் அறை சுத்தம் செய்யப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,boys hostel block a இல அற ச த தம ச ய யப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block A,25,0,2,0,,11.85,Resolved,Synthetic resolution record
CMP-01972,2026-07-04 19:48:00,ta,Girls Hostel Block A பகுதியில் அறை சுத்தம் செய்யப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,girls hostel block a பக த ய ல அற ச த தம ச ய யப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,Critical,Hostel,Girls Hostel Block A,214,0,2,0,,12.8,Open,
CMP-01985,2026-07-04 20:13:00,en,Urgent attention is needed because the ceiling fan is not working in Hostel Block A.,urgent attention is needed because the ceiling fan is not working in hostel block a,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block A,63,0,1,0,,22.33,In Progress,
CMP-03276,2026-07-05 02:51:00,ta_en,Girls Hostel Block A la room door lock broken ah iruku. Please check pannunga.,girls hostel block a la room door lock broken ah iruku please check pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,165,0,2,1,CMP-00768,35.67,Open,
CMP-03059,2026-07-05 03:07:00,en,Please check garbage has accumulated at Main Canteen.,please check garbage has accumulated at main canteen,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Main Canteen,43,0,3,1,CMP-02044,9.04,In Progress,
CMP-03026,2026-07-05 09:03:00,ta_en,Hostel Mess la drinking water dispenser work aagala. Please check pannunga.,hostel mess la drinking water dispenser work aagala please check pannunga,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,33,1,3,1,CMP-01791,12.16,Resolved,Synthetic resolution record
CMP-02417,2026-07-05 10:33:00,en,I want to report that the drinking water dispenser is not working in North Canteen.,i want to report that the drinking water dispenser is not working in north canteen,Food and Canteen,Canteen Committee,Medium,Canteen,North Canteen,39,0,2,0,,7.24,Closed,Synthetic resolution record
CMP-01226,2026-07-05 11:33:00,en,I want to report that the bus route was changed without notice in College Entrance.,i want to report that the bus route was changed without notice in college entrance,Transport and Parking,Transport Cell,High,Parking,College Entrance,51,0,2,0,,18.97,In Progress,
CMP-03550,2026-07-05 11:39:00,ta_en,food price wrong ah iruku at Hostel Mess. Kindly action edunga.,food price wrong ah iruku at hostel mess kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,43,0,3,1,CMP-02976,17.44,Open,
CMP-02484,2026-07-05 11:50:00,ta_en,scholarship status update aagala at Scholarship Office. Kindly action edunga.,scholarship status update aagala at scholarship office kindly action edunga,Administration and Documents,Administrative Office,Medium,Office,Scholarship Office,21,0,1,0,,127.97,Resolved,Synthetic resolution record
CMP-01358,2026-07-05 11:57:00,en,There is a problem because the air conditioner is not working at C-305.,there is a problem because the air conditioner is not working at c 305,Classroom and Laboratory,Academic Infrastructure,Low,Classroom,C-305,45,0,2,0,,40.29,Open,
CMP-00734,2026-07-05 13:08:00,ta,குப்பை இடத்தின் அருகில் துர்நாற்றம் உள்ளது பிரச்சனை Main Canteen இடத்தில் உள்ளது.,க ப ப இடத த ன அர க ல த ர ந ற றம உள ளத ப ரச சன main canteen இடத த ல உள ளத,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Main Canteen,27,0,2,0,,6.97,Resolved,Synthetic resolution record
CMP-01131,2026-07-05 14:03:00,en,There is a problem because the tube light is flickering at Computer Laboratory.,there is a problem because the tube light is flickering at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Computer Laboratory,71,0,2,0,,20.05,Open,
CMP-02240,2026-07-05 14:04:00,ta,Route 3 Bus Stop பகுதியில் அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது. தயவுசெய்து சரிசெய்யவும்.,route 3 bus stop பக த ய ல அற வ ப ப ன ற ப ர ந த ப த ம ற றப பட டத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Critical,Parking,Route 3 Bus Stop,26,0,2,0,,13.82,Resolved,Synthetic resolution record
CMP-02317,2026-07-05 14:33:00,ta_en,Computer Laboratory la projector display varala. Please check pannunga.,computer laboratory la projector display varala please check pannunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,37,0,2,0,,15.05,Resolved,Synthetic resolution record
CMP-01759,2026-07-05 16:44:00,ta_en,Route 1 Bus Stop area la bus route notice illama change pannitanga.,route 1 bus stop area la bus route notice illama change pannitanga,Transport and Parking,Transport Cell,Medium,Campus Road,Route 1 Bus Stop,127,0,0,0,,40.87,Open,
CMP-01402,2026-07-05 18:10:00,ta_en,staircase railing loose ah iruku at Library Entrance. Kindly action edunga.,staircase railing loose ah iruku at library entrance kindly action edunga,Safety and Security,Security Office,Critical,Hostel,Library Entrance,154,1,0,0,,3.8,Closed,Synthetic resolution record
CMP-01280,2026-07-05 18:29:00,ta_en,Library Washroom area la corridor dirty ah iruku.,library washroom area la corridor dirty ah iruku,Cleanliness and Waste,Housekeeping and Sanitation,Low,Canteen,Library Washroom,86,0,2,0,,6.22,In Progress,
CMP-01875,2026-07-05 19:28:00,ta_en,"Engineering Block la water supply varala, immediate ah solve pannunga.",engineering block la water supply varala immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,High,Washroom,Engineering Block,120,0,1,0,,14.93,Open,
CMP-00924,2026-07-05 20:02:00,en,Urgent attention is needed because the ceiling fan is not working in C-305.,urgent attention is needed because the ceiling fan is not working in c 305,Electrical and Power,Electrical Maintenance,High,Laboratory,C-305,65,0,1,0,,20.22,Resolved,Synthetic resolution record
CMP-03420,2026-07-05 20:23:00,en,There is a problem because the bus route was changed without notice at Route 2 Bus Stop.,there is a problem because the bus route was changed without notice at route 2 bus stop,Transport and Parking,Transport Cell,Medium,Campus Road,Route 2 Bus Stop,117,0,2,1,CMP-01812,21.57,Resolved,Synthetic resolution record
CMP-02588,2026-07-05 20:30:00,ta_en,"Parking Area la dustbin overflow aagudhu, immediate ah solve pannunga.",parking area la dustbin overflow aagudhu immediate ah solve pannunga,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Parking Area,45,0,1,0,,5.9,In Progress,
CMP-03053,2026-07-06 06:09:00,ta_en,Hostel Block A area la fan work aagala.,hostel block a area la fan work aagala,Electrical and Power,Electrical Maintenance,Medium,Laboratory,Hostel Block A,40,0,2,1,CMP-01985,25.67,Closed,Synthetic resolution record
CMP-01181,2026-07-06 08:59:00,en,I want to report that the student portal is not loading in Hostel Block B.,i want to report that the student portal is not loading in hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,High,Library,Hostel Block B,145,0,1,0,,18.49,Resolved,Synthetic resolution record
CMP-01763,2026-07-06 09:18:00,ta_en,Scholarship Office area la ID card request delay aagudhu.,scholarship office area la id card request delay aagudhu,Administration and Documents,Administrative Office,High,Office,Scholarship Office,9,0,2,0,,44.69,Resolved,Synthetic resolution record
CMP-02613,2026-07-06 10:09:00,en,There is a problem because the laboratory computer cannot access the network at Hostel Block B.,there is a problem because the laboratory computer cannot access the network at hostel block b,Wi-Fi and IT Services,IT Support and Network Cell,Critical,Laboratory,Hostel Block B,45,0,2,0,,2.39,Closed,Synthetic resolution record
CMP-00218,2026-07-06 11:03:00,ta_en,Girls Hostel Block A la mattress damage aagiruku. Please check pannunga.,girls hostel block a la mattress damage aagiruku please check pannunga,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,131,0,0,0,,11.6,Open,
CMP-02360,2026-07-06 11:16:00,ta,தண்ணீர் வழங்கல் இல்லை பிரச்சனை Engineering Block இடத்தில் உள்ளது.,தண ண ர வழங கல இல ல ப ரச சன engineering block இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Washroom,Engineering Block,61,0,2,0,,11.75,Resolved,Synthetic resolution record
CMP-00122,2026-07-06 13:39:00,ta_en,food hygiene illa at Hostel Mess. Kindly action edunga.,food hygiene illa at hostel mess kindly action edunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,44,0,1,0,,4.11,In Progress,
CMP-01962,2026-07-06 14:38:00,en,There is a problem because the ID card request is delayed at Accounts Office.,there is a problem because the id card request is delayed at accounts office,Administration and Documents,Administrative Office,High,Office,Accounts Office,18,0,2,0,,14.98,Resolved,Synthetic resolution record
CMP-00527,2026-07-06 16:47:00,ta,Hostel Block C இல் கழிவறை குழாய் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block c இல கழ வற க ழ ய உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Hostel,Hostel Block C,197,0,1,0,,2.87,Resolved,Synthetic resolution record
CMP-02117,2026-07-06 17:26:00,en,Please check the internet connection is very slow at AI Laboratory.,please check the internet connection is very slow at ai laboratory,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,80,0,1,0,,17.66,Open,
CMP-01581,2026-07-06 18:08:00,ta_en,drinking water dispenser work aagala at Hostel Mess. Kindly action edunga.,drinking water dispenser work aagala at hostel mess kindly action edunga,Food and Canteen,Canteen Committee,High,Canteen,Hostel Mess,88,1,0,0,,4.8,In Progress,
CMP-01609,2026-07-06 18:55:00,ta,Hostel Block B இல் மின்சாரம் இல்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block b இல ம ன ச ரம இல ல உடனட ய க நடவட க க எட க கவ ம,Electrical and Power,Electrical Maintenance,Low,Campus Building,Hostel Block B,63,0,2,0,,30.59,Open,
CMP-02364,2026-07-06 19:13:00,ta_en,Boys Hostel Washroom area la pipe la water leak aagudhu.,boys hostel washroom area la pipe la water leak aagudhu,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Canteen,Boys Hostel Washroom,68,0,0,0,,3.01,Closed,Synthetic resolution record
CMP-02305,2026-07-06 19:25:00,en,Please check the bus is overcrowded at Route 1 Bus Stop.,please check the bus is overcrowded at route 1 bus stop,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,111,0,2,0,,10.89,Closed,Synthetic resolution record
